Codigo ,Proceso,Responsable,Tipo de hallazgo,Fuente,Descripcion,Fecha reporte,Fecha cierre ultima acción,AccionesPlanteadas
GCP,Gestión Control Pérdidas,,C,Interna,Incumplimiento a la meta de reducción del IANC para el mes de marzo de 2016,2016-04-01,2016-12-31,3
GCP,Gestión Control Pérdidas,,C,Interna,Índice de perdidas por suscriptor Facturado por fuera de la meta establecida,2017-07-21,2018-12-31,4
GCP,Gestión Control Pérdidas,,C,Externa,"Incumplimiento de las metas de los indicadores establecidos en el Plan de Acción vigencia 2018 ,% de cumplimiento en Instalación de medidores entregados por el laboratorio de Calibración de Medidores calibrados( después de retiro de medidores y envío a laboratorio para calibración)",2019-01-15,2019-11-30,3
GA,Gestión Aseo,,C,Interna Contratada,"La disponibilidad de instrucciones de trabajo cuando sea necesario, al solicitar evidencia del documento que contiene las instrucciones impartidas a los funcionarios que prestan el servicio especial de recolección en el sector Patio Bonito Bajo. No se pudo evidenciar",2016-02-15,2016-12-31,3
GA,Gestión Aseo,,C,Interna Contratada,"Al revisar el oficio SS-PSS-SP-3592 donde se solicita la concientización de los residentes del sector de la calle 26 carrera14 esquina. Se proyectaron las acciones a ejecutar, el encargado se comprometió en el reporte de PQRDS a ejecutar una acción de socialización del comparendo ambiental en el sector, acción que no cuenta con evidencia.",2016-02-15,2016-12-31,3
GA,Gestión Aseo,,C,Interna Contratada,"Al solicitar la evidencia de la inclusión de los nuevos usuarios del servicio de aseo reportados, según contrato de exploración de mercado , no se presento evidencia de la verificación en la base de datos comercial",2016-02-15,2016-12-31,2
GA,Gestión Aseo,,C,Interna,"Al solicitar el cronograma de verificación, mantenimiento y calibración de la bascula existente en la unidad de Gestión Aseo y su hoja de vida no se pudo evidenciar",2016-02-15,2016-12-31,2
GA,Gestión Aseo,,C,Interna,"Al solicitar evidencias de la evaluación de la eficacia y efectividad de las acciones ejecutadas para cumplir la actividad de desarrollar la cultura de la no basura, fomentar el aprovechamiento ,mitigar el impacto en la salud y en el ambiente que se pueda causar por la generación de los residuos solidos se presentaron los listados de asistencia, las evaluaciones a los asistentes pero no se presento el análisis de datos de estas acciones las cuales pueden generar acciones de mejora para ejecución de esta actividad",2016-02-15,2016-04-08,2
GA,Gestión Aseo,,C,Interna Contratada,Se realizan cambios que impactan la prestación del servicio positivamente pero no se documentan para poder realizar seguimiento a los resultados,2016-02-15,2016-12-31,3
GA,Gestión Aseo,,C,Externa,"La encuesta realizada en el servicio de aseo para conocer la percepción del cliente, se aplica a los usuarios que han realizado algún tipo de petición ,queja, reclamo o denuncia de alguna de las actividades de esta unidad, como verificación de las acciones tomadas. Sin embargo no obedece a la percepción de una muestra del total de usuarios de este servicio.",2016-02-22,2016-04-30,3
GA,Gestión Aseo,,C,Interna,"Al solicitar el plan de contingencia para el servicio de aseo, se informo que se tiene establecido un documento que se encuentra publicado en la pagina web. Este no se encuentra normalizado y no se actualiza desde el año 2012, en la actualidad se encuentra contratado su actualización pero los integrantes desconocen el contenido de ese",2016-03-01,2016-04-04,3
GA,Gestión Aseo,,C,Interna,No se cuenta con los recursos financieros que garanticen la adquisición de los equipos necesarios para el cumplimiento de la actividad de lavado de Áreas Públicas,2016-06-30,2017-06-30,3
GA,Gestión Aseo,,C,Interna Contratada,Se evidencia incumplimiento a la planificación del proceso (Numeral. 7.1) por cuanto se esta ejecutando la recolección de residuos solidos en un sector de la ciudad con desviaciones significativas con respeto a la macro ruta establecida situación que no se encuentra contemplada en el procedimiento y de la cual tampoco se evidencio acción preventiva para evitar el incumplimiento al requisito reglamentario.,2017-03-13,2017-12-30,3
GA,Gestión Aseo,,P,Interna Contratada,En el seguimiento al indicador de poda de arboles en el mes de septiembre se observa un incumplimiento a la meta,2017-10-10,2017-12-30,3
GA,Gestión Aseo,,P,Interna,En el seguimiento al indicador de poda de arboles en el mes de Diciembre se observa un incumplimiento a la meta,2017-12-15,2018-12-31,3
GA,Gestión Aseo,,P,Externa,En el seguimiento al indicador de poda de arboles en el mes de Enero a Diciembre de 2017 se observa un incumplimiento a la meta,2017-12-31,2017-12-31,4
GA,Gestión Aseo,,C,Interna Contratada,"No se evidencio seguimiento a: Guía de interventoría enviada por el Municipio para la revisión, desde el Mes de Noviembre y no se han enviado informes. a la acción de mejora planteado en el servicio de lavado de Áreas Publicas, según oficio GA_1859 del 17_11_20",2018-02-20,2018-12-31,4
GA,Gestión Aseo,,C,Externa,"8.5.6 Control de los Cambios. No se pudo evidenciar la delimitación de las obligaciones que EPA ESP y el Municipio tiene respeto al PGIRS, según la normatividad legal.",2018-02-20,2018-12-31,4
GA,Gestión Aseo,,C,Externa,"En la medición del indicador de lavado de Áreas Publicas para el primer semestre de 2018 se obtuvo un resultado del 75%, quedando por debajo del rango establecido para la toma de acciones correctivas.",2018-07-03,2018-12-31,4
GA,Gestión Aseo,,M,Interna Contratada,"La digitalización de la información del componente de disposición final ( Tiquetes de la bascula del relleno sanitario) se realiza en una hoja de Excel, herramienta en la cual es complejo y podría ser impreciso hacer la distribución de los pesos en los casos en que existen apoyos entre rutas y el peso de un tiquete debe distribuirse en mas de una ruta.",2018-10-02,2019-04-30,5
GA,Gestión Aseo,,M,Interna,"Se evidencia diligenciamiento incorrecto del registro reporte y gestión del producto, servicio y/o trabajo no conforme, codigo AM-R-010, dado que en el tratamiento del producto, servicio y/o trabajo no conforme en las acciones de correción no se diligencian las fechas de cierre, de seguimiento ni la firma de aprocación con el visto bueno del responsable en los campos establecidos dentro del formato para tal fin, se relaciona estas fechas de acciones y firma del responsable de la acción y de verificación en la pagina 2, en la verificación de la eficacia de las acciones implementadas.",2019-03-16,2019-12-31,5
GRTAR,Gestión Recolección y Transporte,,C,Externa,Se evidencia debilidad en la revisión de la información general para diseño construcción y entrega de obras ejecutadas por los constructores particulares para la prestación de los servicios de acueducto alcantarillado y aseo,2015-07-15,2015-12-31,5
GRTAR,Gestión Recolección y Transporte,,C,Externa,"Control del Producto y/ o Servicio no conforme. La entidad debe asegurarse que el producto y / o servicio que no sea conforme con los requisitos establecidos , se identifica y controla para prevenir su uso y entrega no intencionado. La entidad debe tratar los productos y/o Servicios no conforme identificado de acuerdo con sus características, Durante la auditoria no se evidencio el reporte y tratamiento del producto y / o no conforme: "" Daño Reiterativo en un Punto de Alcantarillado"" según lo establecido en el documento AM-P-005 Anexo 1",2016-11-28,2017-06-31,4
GRTAR,Gestión Recolección y Transporte,,C,Interna Contratada,"NC 7.4 Adquisición de Bienes y Servicios. 7.4.1 Proceso de Adquisición de Bienes y Servicio. La entidad debe asegurarse de que el producto y/o servicio adquirido cumple los requisitos especificado en los pliegos de condiciones, o en las disposiciones aplicables . el tipo y alcance del control aplicado al proveedor y producto y /o servicio adquirido debe depender de su impacto sobre: a) La realización del producto y / o prestación del servicio. 
  Al revisar el contrato129/2016 ""Mantenimiento Prestación de Servicio de Mantenimiento correctivo y Preventivo para equipo de video tipo Power"" no se evalúo el recibo a satisfacción del servicio, mediante el registro GG-R-006 ""Acta de recibo de servicio a satisfacción"" 
 b) El producto y / o servicio final :debe mantenerse los registros de los resultados de las evaluaciones y de cualquier acción necesaria derivada de estas. Al revisar el contrato clausulado N° 315/2015 para adquisición de moto bombas no cuenta con la evaluación de proveedores.",2016-11-28,2017-12-31,3
GPT,Gestión Planeación Técnica,,C,Interna,"No se ha avanzado meta la meta proyectada de la modelación de la calidad del agua en las redes de distribución desde 2010, cuando se alcanzó un avance en la digitalización de valores en los sectores de 60% en la modelación de la calidad de agua de los diferentes sectores de la ciudad, cuya meta es un 100% de recopilación en el mes de diciembre y no se ha comunicado al líder responsable.",2011-11-28,2012-03-30,4
GPT,Gestión Planeación Técnica,,C,Interna,No se evidencia avance de las actividades para la ejecución de las interventorías especiales y obras contratadas por la empresa.,2011-11-28,2012-03-30,3
GPT,Gestión Planeación Técnica,,C,Interna Contratada,"No se alcanzó el avance proyectado en la meta del Plan de Acción de 2012, correspondiente a la elaboración del PMAA. Módulos Formulación y Desarrollo del Servicio, Plan de Inversiones. Los cuales están bajo la responsabilidad del planeación Técnica.",2013-02-11,2013-12-31,3
GPT,Gestión Planeación Técnica,,C,Interna Contratada,No se evidencia seguimiento de la información relativa a la percepción del cliente respecto al cumplimiento de sus requisitos por parte del proceso.,2014-01-30,2014-06-30,3
GPT,Gestión Planeación Técnica,,C,Interna,"Al evaluar la actividad de presentación de Proyectos para financiación y/o Cofinanciación ante instancias Regionales, Nacionales, Internacionales, se solicito uno de los proyectos y presentaron la Optimización de Alcantarillado del Bario Bosques de Pinares Fase2 y la Patria en los que se evidencio:*Se presento al Ministerio de Vivienda Ciudad y Territorio, una de las causas de la devolución fue que no se había enviado las modificaciones solicitadas por esta entidad *No se evidencio el oficio donde se solicitaba modificaciones.*No se evidencio respuesta remitiendo las modificaciones*El Proyecto fue modificado y se envío a otra entidad para optar por recursos pero no se tiene documentadas los cambios.*Se informo que se había presupuestado por parte de dicho proyecto para ejecutar con recursos propios pero tampoco se evidencio dichos cambios.",2018-03-09,2018-04-30,2
GPT,Gestión Planeación Técnica,,C,Interna Contratada,"Al indagar por el cumplimiento del requisito de Diseño Y Desarrollo de los Servicios de Acueducto y alcantarillado. Aseo se evidencio en el Proyecto denominado Traslado de las Líneas Expresa de Occidente(Sector Macana) que:*Entre las entradas para el diseño no se tiene en cuenta las disponibilidades del Servicio de Acueducto existente en el proceso que puede generar un cambio en el diámetro se material, etc, de la Tuberia.*No se evidencia los controles de diseño y desarrollo, Revisiones ,Verificación, Validación,*No se evidencias los controles ejercidos por Gestión Planeación Técnica de los cambios en el Diseño y Desarrollo.",2018-03-09,2018-03-28,2
GPT,Gestión Planeación Técnica,,C,Interna,"Teniendo en cuenta el objetivo del Proceso el cual dice ""Orientaren Forma Eficaz los Planes y Programas para El Desarrollo Técnico y Ambiental de los Servicios Públicos Domiciliarios de Acueducto, Alcantarillado, Aseo. En el Municipio de Armenia, se pregunto por la Actualización y Socialización del Plan Maestro de Acueducto y Alcantarillado (PMAA) como Fuente Esencial para su alcance nos e evidencio avance para la vigencia del 2017.",2018-02-09,2018-04-20,2
GPT,Gestión Planeación Técnica,,C,Externa,"Al solicitar la Hoja de Vida, el instructivo de trabajo para la Estación de Topográfica PENTAX W825-NX,Relacionado en el plan de Verificación, Mantenimiento y Calibración de Equipo GPT-PP-003, Se Evidencio que este Equipo fue comprado para el momento en que se envié el Estación Total Pentax WB325-N a Ejecutar Mantenimiento y /o Calibración, hace aproximadamente 3 años, pero no se ha utilizado por falta de un manual de manejo.",2018-03-09,2018-05-28,3
GPT,Gestión Planeación Técnica,,C,Externa,No se dio cumplimiento a la meta de 25 días establecida para medir la oportunidad la expedición de la disponibilidades de los servicios de Acueducto y Alcantarillado a partir del momento de recepción de la solicitud.,2018-03-13,2018-12-31,3
GPT,Gestión Planeación Técnica,,C,Externa,"Comprensión de las necesidades y Expectativas de las partes interesadas: al solicitar la evaluación de las necesidades y expectaticas de las partes interesadas del proceso, no se pudo evidenciar.",2019-03-18,2019-04-04,3
GPT,Gestión Planeación Técnica,,C,Externa,Comprensión de la organización y su contexto: al solicitar el contexto del proceso no se evidencio.,2019-03-19,2019-04-04,3
GPT,Gestión Planeación Técnica,,C,Interna,Información documentada 7.5.2 Creación y actualización. c. la revisión y aprobación con respecto a la conveniencia y educación: Al evaluar los documentos establecido para la ejecución de las actividades de l proceso se evidencio que tiene la información documentada en el SGI desactualizada.,2019-03-19,2019-12-31,3
GPT,Gestión Planeación Técnica,,C,Interna,"8.3 Diseño y Desarrollo: al evaluar la ejecuciónde las acciones establecidas en el documento Ciclo del Diseño y desarrollo, interventoria y/o supervisión de un proyecto de obra de acueducto y alcantarillado GPT-D-002 y cuya responsabilidad es del proceso de Gestión Planeación Tecnica se pudo evidenciar su incumplimiento.",2019-03-21,2019-12-31,3
DF,Dirección de Financiamiento,,C,Externa,"Los documentos del sistema de gestión de calidad deben controlarse. Durante la auditoria realizada el 17 de diciembre de 2015,se encontró que algunos de los registros establecidos para proporcionar evidencia de la conformidad con los requisitos y con la operación eficaz del proceso, no se encuentran normalizados y por lo tanto no se pueden controlar.",2016-01-20,2016-07-31,3
DF,Dirección de Financiamiento,,C,Interna Contratada,"Seguimiento y medición de los procesos: 
 Al solicitar el avance del cumplimiento del cargue de la información relacionada con las NIIF en la plataforma SUI, se evidencio que a la fecha no se presenta ningún avance.",2016-12-07,2017-06-30,4
DCG,Dirección Control de Gestión,,C,Externa,"Análisis y Evaluación.Debilidad en el análisis y evaluación de los datos e información apropiados que surgen por el seguimiento y medición de las actividades realizadas para el fomento de la cultura de autocontrol, a travez de encuesta anual en los diferentes procesos de la empresa. Al solicitar evidencia de las actividades realizadas para el fomento de la cultura del autocontrol, se informó que se hace mediante mensajes en la intranet y se realiza una encuesta anual en los diferentes procesos de la empresa, se revisó la carpeta de las encuestas cuyas evidencias no se encuentran organizadas de tal forma que se pueda localizar en que procesos la encuesta fue no sabe, no responde o que desconocian que era autocontrol, lo que podria generar perdida de recursos o reprocesos, a si mismo la difusión en intranet del mensaje no es un medio qu e pueda llegar a todos los funcionarios de la empresa en especial la parte operativa que en muchos casos no tienen acceso a este medio y conocimiento de su manejo.",2019-02-11,2019-06-30,3
GR,Gestión de Recursos,,C,Interna Contratada,Se evidencio el no cumplimiento de mantenimientos preventivos en la programación 2017 de la PTAR.,2018-01-31,2018-12-31,4
GTH,Gestión Talento Humano,,C,Externa,"Se observan deficiencias en el programa de Compuhelmac, para pago de nómina, la funcionaria responsable de la actividad, debe revisar varias veces, lo que genera demora es este y otros procedimientos de Talento Humano",2015-03-12,2015-04-15,3
GTH,Gestión Talento Humano,,C,Interna Contratada,"Se evidencia matriz de peligros y riesgos con fecha de actualización de 15 de mayo de 2014, la cual el proceso manifiesta no haber participado en su aprobación y desconoce varios de los controles establecidos o no estar deacuerdo con los mismos. No existe guía de matriz de elementos de protección personal por cargo como establece la matriz. se revisa plan vial y transporte como control establecido para el riesgo de acciones de transito el cual el proceso manifiesta desconocer, la matriz de identificación de peligros, valoración de riesgos y determinación de controles, tiene tachado el riesgo trabajo en alturas, el proceso manifiesta que este riesgo no es aplicable a la forma en la cual se esta realizando la labor (vehículo ampliroll). se revisa el riesgo por derrumbe talud inestable, se evidencia que ya hay un concepto del comité local para la prevención y atención de desastres de mayo 8 de 2014. suscitado por un derrumbe mayo de 2014, la matriz establece una estabilización de talud que a la fecha no se ha realizado.",2016-02-11,2016-08-31,4
GTH,Gestión Talento Humano,,C,Interna Contratada,Analizando el consolidado anual de indicadores de SST año 2016; se evidenció que algunas metas fueron formuladas sin tener en cuenta líneas bases reales de años anteriores; por lo cual el rango de evaluación para la toma de decisiones no aporta elementos razonables. Tampoco cuentan con definiciones y observaciones puntuales del tema,2017-01-10,2017-12-31,3
GTH,Gestión Talento Humano,,C,Externa,"Realizando el seguimiento a la planificación Organizacional de Formación y Capacitación en Seguridad y Salud en el trabajo y desempeño laboral EPA ESP GTH PP 00, Versión 31, fechado 17 01 30, se evidencio que algunas actividades propuestas, no se cumplieron en las fechas determinadas, También se evidencio que varias necesidades de formaciones inducciones a todos los lideres de los procesos fueron solicitados por la Gestión Talento Humano y Análisis y Mejora para realizarse desde el mes de abril hasta terminar el año en curso, las cuales no se planificaron desde el inicio del año.",2017-08-18,2017-12-31,3
GTH,Gestión Talento Humano,,C,Externa,NC.7.1 Recursos 7.1.1. Generalidades Literal a la Organización debe considerar las capacidades y Limitaciones de los Recursos Internos Existentes. Durante la Auditoria se Evidencio que la oficina de seguridad y saud en el trabajo no cuenta con el analisis de la vida util de los Elementos de Protección Personal(EPP) Resaltando que en la empresa Se Ejecutan Actividades de Alto Riesgo para la Salud.,2018-01-29,2018-04-30,3
GTH,Gestión Talento Humano,,C,Interna Contratada,"N.C. 9.1.3 Análisis y Evaluación la Organización debe Analizar los Datos y Evaluar los Datos y la Información Apropiados que surgen por el Seguimiento y la Medición. Los Resultados del Análisis deben Utilizarse para Evaluar a) Si lo Planificado se a implementado de Forma Eficaz. Durante la auditoria se Evidencia el Incumplimiento a la Actividades Planificadas en el Documento GTH-PP-09 ""Planificación de Actividades de Seguridad y Salud En el Trabajo (CGSST)"" Con Relación a Implementación de Programas. Incumplimiento de Programas de Protección Contra Caídas GTH-D-004, No se han elaborados los Programas que se encuentran Establecidos en el Manual de Sistema de Gestión de Seguridad y Salud en el Trabajo (SG-SST)GTH-M-001.",2018-01-29,2018-12-31,2
GTH,Gestión Talento Humano,,P,Interna Contratada,"Se evidencio información del Sistema de Gestión de Calidad desactualizada, asi: Manual del Sistema de Gestión de Seguridad y Salud en el Trabajo SG-SST- GTH-M-001 Versión 5 hace referencia al documento Planificación de actividades del SG SST y este documento ya no existe. el documento Estructura de Comite Operatico de Emergencia COE de Empresas Publicas de Armenia ESP GTH-D-003 versión 1 se encontro información de funcionarios que ya no trabajan en la empresa, ejemplo Karol Paola Velez Zarate. Gestor Planta de Tratamiento, Elizabeth Lopez Rojas, Subgerente Administrativo, entre otros.",2019-02-12,2019-05-31,2
GTH,Gestión Talento Humano,,P,Interna,"No se garantiza la integridad de las hojas de vida archivadas, se observaron carpetas con manchas, las hojas pegadas y arrugadas, debido a que se presentan goteras en este sitio donde se almacenan(no están portegidas totalmente del agua).",2019-02-12,2019-12-31,2
GTH,Gestión Talento Humano,,P,Interna Contratada,"No se evidenció la planificación de la actividad de inspecciones de seguridad y salud en el trabajo, los registros lista de verificación actos inseguros GTH-R-015 diligenciados son de los meses junio, julio, agosto septiembre,octubre y noviembre del 2018 solo evidencian las inspecciones realizadas en el proceso de GTAR y solo se encontró un registro de visita realizada a la PTAP del dia 23 de agosto del 2018.",2019-02-28,2019-12-31,3
DPC,Dirección de Planeación Corporativa,,C,Interna,Los funcionarios de planta y pasantes que ingresan a trabajat y a realizar pasantia en la empresa no reciben inducción sobre el Sistema de Gestión Ambiental.,2019-09-09,2020-12-31,3
DPC,Dirección de Planeación Corporativa,,M,Interna,Durante las inspecciones ambientales en algunas sedes se identifico que se generan volumenes considerables de envases plasticos de bebidas y que no se cuentan con contenedores que permitan el acopio de estos de una forma mas practica.,2019-10-01,2020-12-31,3
DPC,Dirección de Planeación Corporativa,,C,Interna Contratada,"Durante las inspecicones ambientales en campo para la actividad de corte y poda de cesped y en la base de aseo, se identifico durante tres meses consegutivos que los recipientes que contienen sustancias quimicas combustibles y tiner se encontraban sin etiqueta que permitiera su identificación .",2019-10-09,2019-12-31,3
DPC,Dirección de Planeación Corporativa,,C,Interna Contratada,"Aunque se cuenta el protocolo de atención, no se evidencian los aspectos e impactos frente a obstrucción y colapso de la red de alcantarillado.",2019-11-21,2020-04-30,3
DPC,Dirección de Planeación Corporativa,,C,Interna Contratada,"No se evidencian los controles necesarios para el manejo de vertimientos de aceite, combustible al suelo y posteriormente al alcantarillado generado en el patio de taller de ASEO.",2019-11-21,2020-12-30,3
DPC,Dirección de Planeación Corporativa,,C,Interna Contratada,"No se evidencia la autorización de disposición de escombros en la Escombrera denominada Matusalen para el contrato de obra N° 003 de 2018 para la Intervención de las redes de acueducto en los Barrios Granada y La Adiela.
 No se evidencia la autorización de disposición de escombros para Contrato 003 de 2019 Reposición redes alcantarillado Barrio Limonar.
 No se evidencia la autorización de disposición de escombros para Contrato 002 de 2019 Reposición Cristales Cámaras 21 y 27.",2019-11-21,2020-12-31,3
DPC,Dirección de Planeación Corporativa,,C,Interna Contratada,No se evidencian los controles para el tratamiento de las aguas proveniente del lavado de vehículos en los patios de ASEO.,2019-11-21,2020-12-30,4
DPC,Dirección de Planeación Corporativa,,C,Interna Contratada,No se evidencia controles para el lavado de vehículos en Sede Corbones.,2019-11-21,2020-12-31,3
DPC,Dirección de Planeación Corporativa,,C,Interna,"No se evidencia la implementación de los controles sobre la medición de olor y ruido que se debe realizar anualmente, de acuerdo a la ficha ambiental GTAR-D-002 V1 para el control de la calidad del aire.
 No se evidencia la caracterización de lodos para el año 2018 generados en la PTAR.",2019-11-21,2020-12-31,4
DPC,Dirección de Planeación Corporativa,,C,Externa,"Aunque cuentan con una matriz de requisitos legales, no se evidencia la planificación para la toma de acciones de gestionar el permiso de vertimientos para el sistema de tratamiento de aguas residuales domésticas de Cabaña de bocatoma",2019-11-21,2020-12-31,3
DPC,Dirección de Planeación Corporativa,,C,Externa,"No se evidencia una correcta separación de residuos sólidos en la Sede Corbones. Se evidenció mezcla de residuos (ordinarios con reciclables), los cuales no permiten una correcta implementación del PGIRS.",2019-11-21,2020-12-31,4
DC,Dirección de Comunicaciones,,C,Interna,"Durante la contingencia presentada el 28 de enero en la que se suspendió el servicio de agua potable a los usuarios de EPA.ESP, la imagen corporativa de la empresa fue vulnerada y usada para generar falsas noticias que ocasiono pánico en los usuarios y demoras en el restablecimiento del servicio",2019-01-30,2019-12-30,3
AM,Análisis y Mejora,,C,Interna Contratada,"Después de la entrega y recibo del Puesto de Trabajo de la Dirección de Planeación Corporativa, se evidencio falencias en el Cuadro de Mandos de Empresas Publicas de Armenia ESP, debido a que no se habían incluido los indicadores de Corte y Poda de Césped, entre otros, lo que generaba problemas en la consolidación y distorsión en los resultados de la evaluación del Cuadro de Mando Integral de la Empresa.",2017-03-14,2017-04-24,3
LECA,Laboratorio de Ensayo de Calidad de Agua,,C,Interna,"En el seguimiento al plan de acción vigencia 2017 estado de plan de
 acción Enero, febrero y Marzo hasta el 18 de Abril el laboratorio establece el indicador del
 producto del proyecto= Número de Parámetros acreditados/Número de parámetros
 programados x 100.
 Al entrevistar al líder del laboratorio no contempla aumentar el número de parámetros programados a acreditar (3/3=1 x100=100), por lo tanto, está cumpliendo el indicador al 100% desde su Formulación. Incumpliendo el numeral 4.10 Mejora: El laboratorio
 debe mejorar continuamente la eficacia de su sistema de gestión mediante el uso de la política de la calidad, los objetivos de la calidad, los resultados de las auditorías, el análisis de los datos, las acciones correctivas preventivas y la revisión por la dirección.",2017-05-02,2017-05-22,3
LECA,Laboratorio de Ensayo de Calidad de Agua,,C,Externa,El Laboratorio no asegura que usa la ultima versión vigente de la Norma X,2018-01-01,2018-12-28,2
